filename,width,height,class,xmin,ymin,xmax,ymax
BM276:MV-00004:zedx:20250526-043038_24.jpg,1920,1200,person,508,675,751,950
BM276:MV-00004:zedx:20250526-043038_57.jpg,1920,1200,person,507,679,755,949
BM276:MV-00004:zedx:20250526-043038_57.jpg,1920,1200,person,718,576,835,706
BM276:MV-00004:zedx:20250526-043038_69.jpg,1920,1200,person,718,579,829,705
BM276:MV-00004:zedx:20250526-043038_69.jpg,1920,1200,person,508,679,757,949
BM276:MV-00004:zedx:20250526-043038_73.jpg,1920,1200,person,508,683,752,951
BM276:MV-00004:zedx:20250526-043038_73.jpg,1920,1200,person,718,578,830,704
BM276:MV-00004:zedx:20250526-043038_92.jpg,1920,1200,person,507,682,757,949
BM276:MV-00004:zedx:20250526-043038_92.jpg,1920,1200,person,715,578,830,705
BM276:MV-00004:zedx:20250526-062946_24.jpg,1920,1200,person,653,524,769,812
BM276:MV-00004:zedx:20250526-062946_24.jpg,1920,1200,person,746,512,860,758
BM276:MV-00004:zedx:20250526-062946_38.jpg,1920,1200,person,665,524,775,815
BM276:MV-00004:zedx:20250526-062946_38.jpg,1920,1200,person,742,514,857,761
BM276:MV-00004:zedx:20250526-062946_42.jpg,1920,1200,person,666,515,777,813
BM276:MV-00004:zedx:20250526-062946_42.jpg,1920,1200,person,753,513,866,761
BM276:MV-00004:zedx:20250526-062946_55.jpg,1920,1200,person,832,236,848,285
BM276:MV-00004:zedx:20250526-062946_55.jpg,1920,1200,person,801,246,817,291
BM276:MV-00004:zedx:20250526-062946_55.jpg,1920,1200,person,856,234,871,274
BM276:MV-00004:zedx:20250526-062946_55.jpg,1920,1200,person,678,527,808,817
BM276:MV-00004:zedx:20250526-062946_55.jpg,1920,1200,person,762,496,883,756
BM276:MV-00004:zedx:20250526-062946_56.jpg,1920,1200,person,676,527,810,822
BM276:MV-00004:zedx:20250526-062946_56.jpg,1920,1200,person,763,494,884,741
BM276:MV-00004:zedx:20250526-062946_74.jpg,1920,1200,person,759,492,872,739
BM276:MV-00004:zedx:20250526-062946_74.jpg,1920,1200,person,642,518,808,819
BM276:MV-00004:zedx:20250526-062946_8.jpg,1920,1200,person,745,508,857,757
BM276:MV-00004:zedx:20250526-062946_8.jpg,1920,1200,person,629,533,746,825
BM276:MV-00004:zedx:20250526-063003_108.jpg,1920,1200,person,845,496,926,694
BM276:MV-00004:zedx:20250526-063003_108.jpg,1920,1200,person,674,520,825,829
BM276:MV-00004:zedx:20250526-063003_124.jpg,1920,1200,person,718,503,839,799
BM276:MV-00004:zedx:20250526-063003_124.jpg,1920,1200,person,873,236,888,279
BM276:MV-00004:zedx:20250526-063003_124.jpg,1920,1200,person,836,244,853,288
BM276:MV-00004:zedx:20250526-063003_124.jpg,1920,1200,person,814,255,827,297
BM276:MV-00004:zedx:20250526-063003_16.jpg,1920,1200,person,832,240,864,296
BM276:MV-00004:zedx:20250526-063003_16.jpg,1920,1200,person,806,251,834,304
BM276:MV-00004:zedx:20250526-063003_16.jpg,1920,1200,person,771,508,869,755
BM276:MV-00004:zedx:20250526-063003_16.jpg,1920,1200,person,612,587,794,858
BM276:MV-00004:zedx:20250526-063003_16.jpg,1920,1200,person,871,224,890,280
BM276:MV-00004:zedx:20250526-063003_21.jpg,1920,1200,person,831,241,849,290
BM276:MV-00004:zedx:20250526-063003_21.jpg,1920,1200,person,611,593,812,875
BM276:MV-00004:zedx:20250526-063003_21.jpg,1920,1200,person,771,512,869,766
BM276:MV-00004:zedx:20250526-063003_21.jpg,1920,1200,person,869,228,887,273
BM276:MV-00004:zedx:20250526-063003_21.jpg,1920,1200,person,805,251,825,292
BM276:MV-00004:zedx:20250526-063003_4.jpg,1920,1200,person,830,237,850,304
BM276:MV-00004:zedx:20250526-063003_4.jpg,1920,1200,person,873,224,892,278
BM276:MV-00004:zedx:20250526-063003_4.jpg,1920,1200,person,757,518,864,744
BM276:MV-00004:zedx:20250526-063003_4.jpg,1920,1200,person,605,543,746,808
BM276:MV-00004:zedx:20250526-063003_4.jpg,1920,1200,person,807,249,822,292
BM276:MV-00004:zedx:20250526-063003_41.jpg,1920,1200,person,832,241,847,279
BM276:MV-00004:zedx:20250526-063003_41.jpg,1920,1200,person,871,228,887,272
BM276:MV-00004:zedx:20250526-063003_41.jpg,1920,1200,person,770,498,875,759
BM276:MV-00004:zedx:20250526-063003_41.jpg,1920,1200,person,804,249,821,299
BM276:MV-00004:zedx:20250526-063003_41.jpg,1920,1200,person,617,567,812,865
BM276:MV-00004:zedx:20250526-063003_73.jpg,1920,1200,person,807,246,822,296
BM276:MV-00004:zedx:20250526-063003_73.jpg,1920,1200,person,868,229,889,272
BM276:MV-00004:zedx:20250526-063003_73.jpg,1920,1200,person,651,537,773,839
BM276:MV-00004:zedx:20250526-063003_73.jpg,1920,1200,person,830,490,914,712
BM276:MV-00004:zedx:20250526-063003_73.jpg,1920,1200,person,832,238,849,280
BM276:MV-00004:zedx:20250526-063021_0.jpg,1920,1200,person,920,503,973,607
BM276:MV-00004:zedx:20250526-063021_0.jpg,1920,1200,person,770,498,877,781
BM276:MV-00004:zedx:20250526-063021_104.jpg,1920,1200,person,884,236,896,272
BM276:MV-00004:zedx:20250526-063021_104.jpg,1920,1200,person,927,502,1019,703
BM276:MV-00004:zedx:20250526-063021_104.jpg,1920,1200,person,837,244,850,273
BM276:MV-00004:zedx:20250526-063021_104.jpg,1920,1200,person,864,235,877,275
BM276:MV-00004:zedx:20250526-063021_104.jpg,1920,1200,person,725,530,860,810
BM276:MV-00004:zedx:20250526-063021_104.jpg,1920,1200,person,814,255,826,301
BM276:MV-00004:zedx:20250526-063021_19.jpg,1920,1200,person,749,496,875,796
BM276:MV-00004:zedx:20250526-063021_19.jpg,1920,1200,person,895,501,971,664
BM276:MV-00004:zedx:20250526-063021_45.jpg,1920,1200,person,724,506,881,786
BM276:MV-00004:zedx:20250526-063021_45.jpg,1920,1200,person,921,524,1019,696
BM276:MV-00004:zedx:20250526-063021_46.jpg,1920,1200,person,922,513,1043,697
BM276:MV-00004:zedx:20250526-063021_46.jpg,1920,1200,person,724,506,863,788
BM276:MV-00004:zedx:20250526-063021_47.jpg,1920,1200,person,923,512,1048,697
BM276:MV-00004:zedx:20250526-063021_47.jpg,1920,1200,person,725,507,864,797
BM276:MV-00004:zedx:20250526-063021_56.jpg,1920,1200,person,712,522,865,810
BM276:MV-00004:zedx:20250526-063021_56.jpg,1920,1200,person,930,503,1077,680
BM276:MV-00004:zedx:20250526-222949_0.jpg,1920,1200,person,365,517,524,757
BM276:MV-00004:zedx:20250526-222949_0.jpg,1920,1200,person,1032,369,1085,616
BM276:MV-00004:zedx:20250526-222949_0.jpg,1920,1200,person,469,469,610,679
BM276:MV-00004:zedx:20250526-222949_0.jpg,1920,1200,person,535,666,839,1044
BM276:MV-00004:zedx:20250526-222949_112.jpg,1920,1200,person,300,520,463,751
BM276:MV-00004:zedx:20250526-222949_112.jpg,1920,1200,person,483,472,606,675
BM276:MV-00004:zedx:20250526-222949_112.jpg,1920,1200,person,533,668,838,1043
BM276:MV-00004:zedx:20250526-222949_112.jpg,1920,1200,person,999,364,1066,628
BM276:MV-00004:zedx:20250526-222949_139.jpg,1920,1200,person,537,675,838,1044
BM276:MV-00004:zedx:20250526-222949_139.jpg,1920,1200,person,985,362,1064,633
BM276:MV-00004:zedx:20250526-222949_139.jpg,1920,1200,person,352,525,516,780
BM276:MV-00004:zedx:20250526-222949_139.jpg,1920,1200,person,470,478,605,682
BM276:MV-00004:zedx:20250526-222949_41.jpg,1920,1200,person,971,361,1071,631
BM276:MV-00004:zedx:20250526-222949_41.jpg,1920,1200,person,368,515,528,757
BM276:MV-00004:zedx:20250526-222949_41.jpg,1920,1200,person,472,469,609,687
BM276:MV-00004:zedx:20250526-222949_41.jpg,1920,1200,person,536,669,839,1045
BM276:MV-00004:zedx:20250526-222949_78.jpg,1920,1200,person,996,365,1062,631
BM276:MV-00004:zedx:20250526-222949_78.jpg,1920,1200,person,367,510,527,759
BM276:MV-00004:zedx:20250526-222949_78.jpg,1920,1200,person,478,475,605,674
BM276:MV-00004:zedx:20250526-222949_78.jpg,1920,1200,person,534,666,838,1044
BM276:MV-00004:zedx:20250526-223007_0.jpg,1920,1200,person,538,665,838,1045
BM276:MV-00004:zedx:20250526-223007_0.jpg,1920,1200,person,481,459,597,709
BM276:MV-00004:zedx:20250526-223007_0.jpg,1920,1200,person,353,524,515,776
BM276:MV-00004:zedx:20250526-223007_0.jpg,1920,1200,person,1002,367,1067,631
BM276:MV-00004:zedx:20250526-223042_17.jpg,1920,1200,person,650,593,843,975
BM276:MV-00004:zedx:20250526-223042_17.jpg,1920,1200,person,355,524,517,771
BM276:MV-00004:zedx:20250526-223042_17.jpg,1920,1200,person,970,363,1056,634
BM276:MV-00004:zedx:20250526-223042_17.jpg,1920,1200,person,453,471,581,705
BM276:MV-00004:zedx:20250526-223042_46.jpg,1920,1200,person,428,469,598,703
BM276:MV-00004:zedx:20250526-223042_46.jpg,1920,1200,person,356,523,517,772
BM276:MV-00004:zedx:20250526-223042_46.jpg,1920,1200,person,970,373,1057,633
BM276:MV-00004:zedx:20250526-223042_46.jpg,1920,1200,person,647,589,840,978
BM276:MV-00004:zedx:20250526-223042_49.jpg,1920,1200,person,356,524,516,773
BM276:MV-00004:zedx:20250526-223042_49.jpg,1920,1200,person,426,470,598,703
BM276:MV-00004:zedx:20250526-223042_49.jpg,1920,1200,person,968,371,1058,641
BM276:MV-00004:zedx:20250526-223042_49.jpg,1920,1200,person,648,590,840,977
BM276:MV-00004:zedx:20250526-223042_56.jpg,1920,1200,person,417,469,602,705
BM276:MV-00004:zedx:20250526-223042_56.jpg,1920,1200,person,969,371,1054,628
BM276:MV-00004:zedx:20250526-223042_56.jpg,1920,1200,person,356,524,503,770
BM276:MV-00004:zedx:20250526-223042_56.jpg,1920,1200,person,648,591,836,978
BM276:MV-00004:zedx:20250526-225955_64.jpg,1920,1200,person,658,653,903,963
BM276:MV-00004:zedx:20250526-225955_64.jpg,1920,1200,person,1028,511,1088,744
BM276:MV-00004:zedx:20250526-230012_101.jpg,1920,1200,person,704,622,865,907
BM276:MV-00004:zedx:20250526-230012_101.jpg,1920,1200,person,1024,512,1096,742
BM276:MV-00004:zedx:20250526-230012_103.jpg,1920,1200,person,682,628,862,911
BM276:MV-00004:zedx:20250526-230012_103.jpg,1920,1200,person,1010,512,1093,745
BM276:MV-00004:zedx:20250526-230012_113.jpg,1920,1200,person,1010,511,1072,740
BM276:MV-00004:zedx:20250526-230012_113.jpg,1920,1200,person,530,711,767,1007
BM276:MV-00004:zedx:20250526-230012_129.jpg,1920,1200,person,828,474,960,740
BM276:MV-00004:zedx:20250526-230012_129.jpg,1920,1200,person,17,1075,397,1199
BM276:MV-00004:zedx:20250526-230012_131.jpg,1920,1200,person,807,474,954,753
BM276:MV-00004:zedx:20250526-230012_140.jpg,1920,1200,person,654,523,865,798
BM276:MV-00004:zedx:20250526-230012_15.jpg,1920,1200,person,668,643,900,962
BM276:MV-00004:zedx:20250526-230012_15.jpg,1920,1200,person,1014,513,1088,742
BM276:MV-00004:zedx:20250526-230012_21.jpg,1920,1200,person,1025,512,1088,742
BM276:MV-00004:zedx:20250526-230012_21.jpg,1920,1200,person,667,639,905,962
BM276:MV-00004:zedx:20250526-230012_4.jpg,1920,1200,person,1027,513,1087,742
BM276:MV-00004:zedx:20250526-230012_4.jpg,1920,1200,person,657,644,887,963
BM276:MV-00004:zedx:20250526-230012_41.jpg,1920,1200,person,736,592,926,908
BM276:MV-00004:zedx:20250526-230012_41.jpg,1920,1200,person,1028,510,1083,740
BM276:MV-00004:zedx:20250601-062953_0.jpg,1920,1200,person,506,539,713,885
BM276:MV-00004:zedx:20250601-062953_1.jpg,1920,1200,person,509,535,724,885
BM276:MV-00004:zedx:20250601-062953_137.jpg,1920,1200,person,524,530,716,885
BM276:MV-00004:zedx:20250601-062953_44.jpg,1920,1200,person,511,550,725,884
BM276:MV-00004:zedx:20250601-062953_64.jpg,1920,1200,person,512,543,718,885
BM276:MV-00004:zedx:20250601-063010_131.jpg,1920,1200,person,533,518,711,917
BM276:MV-00004:zedx:20250601-063010_136.jpg,1920,1200,person,522,517,710,922
BM276:MV-00004:zedx:20250601-063010_4.jpg,1920,1200,person,511,541,714,886
BM276:MV-00004:zedx:20250601-063028_0.jpg,1920,1200,person,521,540,715,942
BM276:MV-00004:zedx:20250601-063028_44.jpg,1920,1200,person,513,553,707,936
BM276:MV-00004:zedx:20250601-063028_79.jpg,1920,1200,person,503,561,708,942
BM276:MV-00004:zedx:20250601-070010_134.jpg,1920,1200,person,909,361,1015,682
BM276:MV-00004:zedx:20250601-070010_20.jpg,1920,1200,person,164,553,419,1052
BM276:MV-00004:zedx:20250601-070010_23.jpg,1920,1200,person,289,528,496,937
BM276:MV-00004:zedx:20250601-070010_26.jpg,1920,1200,person,402,495,577,865
BM276:MV-00004:zedx:20250601-070010_30.jpg,1920,1200,person,527,467,643,749
BM276:MV-00004:zedx:20250601-070010_40.jpg,1920,1200,person,738,428,898,646
BM276:MV-00004:zedx:20250601-070010_47.jpg,1920,1200,person,884,374,976,618
BM276:MV-00004:zedx:20250601-070010_54.jpg,1920,1200,person,952,348,1028,600
BM276:MV-00004:zedx:20250601-070010_97.jpg,1920,1200,person,910,371,1048,667
BM276:MV-00004:zedx:20250601-070027_0.jpg,1920,1200,person,909,399,1028,698
BM276:MV-00004:zedx:20250601-070027_32.jpg,1920,1200,person,897,359,1007,695
BM276:MV-00004:zedx:20250601-070027_49.jpg,1920,1200,person,909,365,1014,699
BM276:MV-00004:zedx:20250601-070027_5.jpg,1920,1200,person,905,447,1026,686
BM276:MV-00004:zedx:20250601-070027_7.jpg,1920,1200,person,909,438,1020,697
BM276:MV-00004:zedx:20250601-070027_8.jpg,1920,1200,person,904,435,1029,697
BM276:MV-00004:zedx:20250602-213027_120.jpg,1920,1200,person,1047,0,1107,90
BM276:MV-00004:zedx:20250602-213044_136.jpg,1920,1200,person,883,239,904,293
BM276:MV-00004:zedx:20250602-223001_104.jpg,1920,1200,person,727,429,874,785
BM276:MV-00004:zedx:20250602-223001_20.jpg,1920,1200,person,629,546,892,822
BM276:MV-00004:zedx:20250602-223001_39.jpg,1920,1200,person,742,522,896,785
BM276:MV-00004:zedx:20250602-223001_73.jpg,1920,1200,person,715,512,887,786
BM276:MV-00004:zedx:20250602-223001_92.jpg,1920,1200,person,708,456,893,785
BM276:MV-00004:zedx:20250602-223019_131.jpg,1920,1200,person,724,435,883,787
BM276:MV-00004:zedx:20250602-223019_70.jpg,1920,1200,person,724,446,885,789
BM276:MV-00004:zedx:20250602-223036_0.jpg,1920,1200,person,735,442,884,785
BM276:MV-00004:zedx:20250602-223036_112.jpg,1920,1200,person,739,429,892,789
BM276:MV-00004:zedx:20250602-223036_24.jpg,1920,1200,person,737,434,876,780
BM276:MV-00004:zedx:20250602-223036_28.jpg,1920,1200,person,735,433,872,788
BM276:MV-00004:zedx:20250602-223036_40.jpg,1920,1200,person,738,430,886,791
BM276:MV-00004:zedx:20250602-223036_80.jpg,1920,1200,person,890,400,987,704
BM276:MV-00004:zedx:20250602-223036_80.jpg,1920,1200,person,731,433,888,789
BM276:MV-00004:zedx:20250602-230004_104.jpg,1920,1200,person,747,432,869,786
BM276:MV-00004:zedx:20250602-230004_104.jpg,1920,1200,person,900,375,1044,652
BM276:MV-00004:zedx:20250602-230004_104.jpg,1920,1200,person,715,463,813,727
BM276:MV-00004:zedx:20250602-230022_120.jpg,1920,1200,person,1159,250,1193,355
BM276:MV-00004:zedx:20250602-230022_120.jpg,1920,1200,person,696,458,804,728
BM276:MV-00004:zedx:20250602-230022_120.jpg,1920,1200,person,741,433,881,786
BM276:MV-00004:zedx:20250602-230022_46.jpg,1920,1200,person,744,432,874,786
BM276:MV-00004:zedx:20250602-230022_65.jpg,1920,1200,person,921,393,1050,668
BM276:MV-00004:zedx:20250602-230022_65.jpg,1920,1200,person,734,462,813,753
BM276:MV-00004:zedx:20250602-230022_65.jpg,1920,1200,person,759,456,888,784
BM276:MV-00004:zedx:20250602-230022_71.jpg,1920,1200,person,757,452,876,786
BM276:MV-00004:zedx:20250602-230022_71.jpg,1920,1200,person,737,461,876,753
BM276:MV-00004:zedx:20250602-230022_80.jpg,1920,1200,person,920,374,1049,665
BM276:MV-00004:zedx:20250602-230022_80.jpg,1920,1200,person,726,441,885,785
BM276:MV-00004:zedx:20250602-230022_80.jpg,1920,1200,person,718,492,858,750
BM276:MV-00004:zedx:20250602-230022_93.jpg,1920,1200,person,763,433,896,783
BM276:MV-00004:zedx:20250602-230022_93.jpg,1920,1200,person,723,459,809,743
BM276:MV-00004:zedx:20250602-230039_36.jpg,1920,1200,person,746,432,874,784
BM276:MV-00004:zedx:20250602-230039_36.jpg,1920,1200,person,704,456,805,719
BM276:MV-00004:zedx:20250602-230039_36.jpg,1920,1200,person,940,364,1060,662
BM276:MV-00004:zedx:20250602-230039_40.jpg,1920,1200,person,722,455,806,719
BM276:MV-00004:zedx:20250602-230039_40.jpg,1920,1200,person,936,369,1048,668
BM276:MV-00004:zedx:20250602-230039_40.jpg,1920,1200,person,745,436,875,784
BM276:MV-00004:zedx:20250602-230039_73.jpg,1920,1200,person,737,436,890,788
BM276:MV-00004:zedx:20250602-230039_73.jpg,1920,1200,person,1094,297,1158,415
BM276:MV-00004:zedx:20250602-230039_73.jpg,1920,1200,person,1189,205,1210,259
BM276:MV-00004:zedx:20250603-002945_10.jpg,1920,1200,person,449,550,627,925
BM276:MV-00004:zedx:20250603-002945_10.jpg,1920,1200,person,659,422,912,719
BM276:MV-00004:zedx:20250603-002945_101.jpg,1920,1200,person,664,422,912,720
BM276:MV-00004:zedx:20250603-002945_101.jpg,1920,1200,person,447,560,615,928
BM276:MV-00004:zedx:20250603-003002_1.jpg,1920,1200,person,494,509,731,853
BM276:MV-00004:zedx:20250603-003002_1.jpg,1920,1200,person,732,423,912,716
BM276:MV-00004:zedx:20250603-003002_23.jpg,1920,1200,person,496,508,737,855
BM276:MV-00004:zedx:20250603-003002_23.jpg,1920,1200,person,738,420,914,719
BM276:MV-00004:zedx:20250603-003002_62.jpg,1920,1200,person,502,513,733,865
BM276:MV-00004:zedx:20250603-003002_62.jpg,1920,1200,person,689,411,913,720
BM276:MV-00004:zedx:20250603-003002_76.jpg,1920,1200,person,701,421,882,718
BM276:MV-00004:zedx:20250603-003002_76.jpg,1920,1200,person,497,511,730,859
BM276:MV-00004:zedx:20250603-003020_0.jpg,1920,1200,person,413,530,614,905
BM276:MV-00004:zedx:20250603-003020_0.jpg,1920,1200,person,604,442,737,741
BM276:MV-00004:zedx:20250603-003020_108.jpg,1920,1200,person,429,493,656,794
BM276:MV-00004:zedx:20250603-003020_108.jpg,1920,1200,person,354,575,613,965
BM276:MV-00004:zedx:20250603-003020_117.jpg,1920,1200,person,303,516,582,807
BM276:MV-00004:zedx:20250603-003020_117.jpg,1920,1200,person,313,609,610,978
BM276:MV-00004:zedx:20250603-003020_123.jpg,1920,1200,person,274,631,586,1009
BM276:MV-00004:zedx:20250603-003020_123.jpg,1920,1200,person,181,567,426,929
BM276:MV-00004:zedx:20250603-003020_135.jpg,1920,1200,person,121,694,494,1164
BM276:MV-00004:zedx:20250603-003020_135.jpg,1920,1200,person,126,579,421,948
BM276:MV-00004:zedx:20250603-003020_91.jpg,1920,1200,person,588,444,704,769
BM276:MV-00004:zedx:20250603-003020_91.jpg,1920,1200,person,387,547,612,944
BM276:MV-00004:zedx:20250603-005949_0.jpg,1920,1200,person,1060,248,1088,324
BM276:MV-00004:zedx:20250603-005949_0.jpg,1920,1200,person,927,334,973,529
BM276:MV-00004:zedx:20250603-005949_0.jpg,1920,1200,person,957,307,1001,496
BM276:MV-00004:zedx:20250603-005949_113.jpg,1920,1200,person,1037,257,1062,321
BM276:MV-00004:zedx:20250603-005949_113.jpg,1920,1200,person,982,300,1013,477
BM276:MV-00004:zedx:20250603-005949_113.jpg,1920,1200,person,947,325,992,507
BM276:MV-00004:zedx:20250603-005949_129.jpg,1920,1200,person,1043,255,1067,317
BM276:MV-00004:zedx:20250603-005949_129.jpg,1920,1200,person,990,294,1030,463
BM276:MV-00004:zedx:20250603-005949_129.jpg,1920,1200,person,960,317,1007,490
BM276:MV-00004:zedx:20250603-005949_30.jpg,1920,1200,person,942,319,989,503
BM276:MV-00004:zedx:20250603-005949_30.jpg,1920,1200,person,975,294,1015,472
BM276:MV-00004:zedx:20250603-005949_30.jpg,1920,1200,person,1069,241,1097,315
BM276:MV-00004:zedx:20250603-005949_47.jpg,1920,1200,person,936,335,981,511
BM276:MV-00004:zedx:20250603-005949_47.jpg,1920,1200,person,1061,257,1090,325
BM276:MV-00004:zedx:20250603-005949_47.jpg,1920,1200,person,971,304,1005,488
BM276:MV-00004:zedx:20250603-010007_0.jpg,1920,1200,person,996,265,1021,312
BM276:MV-00004:zedx:20250603-010007_0.jpg,1920,1200,person,991,305,1024,443
BM276:MV-00004:zedx:20250603-010007_10.jpg,1920,1200,person,1000,275,1041,402
BM276:MV-00004:zedx:20250603-010007_10.jpg,1920,1200,person,981,256,1001,308
BM276:MV-00004:zedx:20250603-010007_10.jpg,1920,1200,person,1024,284,1082,408
BM276:MV-00004:zedx:20250603-010007_107.jpg,1920,1200,person,887,233,907,283
BM276:MV-00004:zedx:20250603-010007_107.jpg,1920,1200,person,1083,207,1098,253
BM276:MV-00004:zedx:20250603-010007_107.jpg,1920,1200,person,1104,176,1109,192
BM276:MV-00004:zedx:20250603-010007_107.jpg,1920,1200,person,1090,178,1096,193
BM276:MV-00004:zedx:20250603-010007_107.jpg,1920,1200,person,1031,214,1048,268
BM276:MV-00004:zedx:20250603-010007_107.jpg,1920,1200,person,1076,179,1088,196
BM276:MV-00004:zedx:20250603-010007_111.jpg,1920,1200,person,1030,219,1051,276
BM276:MV-00004:zedx:20250603-010007_111.jpg,1920,1200,person,1086,212,1101,257
BM276:MV-00004:zedx:20250603-010007_111.jpg,1920,1200,person,893,236,908,288
BM276:MV-00004:zedx:20250603-010007_24.jpg,1920,1200,person,1049,259,1079,377
BM276:MV-00004:zedx:20250603-010007_24.jpg,1920,1200,person,961,252,981,301
BM276:MV-00004:zedx:20250603-010007_24.jpg,1920,1200,person,1116,253,1159,373
BM276:MV-00004:zedx:20250603-010007_44.jpg,1920,1200,person,1102,231,1130,332
BM276:MV-00004:zedx:20250603-010007_44.jpg,1920,1200,person,1130,224,1166,320
BM276:MV-00004:zedx:20250603-010007_44.jpg,1920,1200,person,928,241,947,302
BM276:MV-00004:zedx:20250603-010007_64.jpg,1920,1200,person,915,243,932,281
BM276:MV-00004:zedx:20250603-010007_64.jpg,1920,1200,person,1122,220,1156,304
BM276:MV-00004:zedx:20250603-010007_64.jpg,1920,1200,person,1112,220,1134,299
BM276:MV-00004:zedx:20250603-010025_104.jpg,1920,1200,person,824,264,843,312
BM276:MV-00004:zedx:20250603-010025_104.jpg,1920,1200,person,1094,257,1120,372
BM276:MV-00004:zedx:20250603-010025_104.jpg,1920,1200,person,1195,209,1216,270
BM276:MV-00004:zedx:20250603-010025_111.jpg,1920,1200,person,1064,205,1070,224
BM276:MV-00004:zedx:20250603-010025_111.jpg,1920,1200,person,1195,213,1216,275
BM276:MV-00004:zedx:20250603-010025_111.jpg,1920,1200,person,1071,206,1077,224
BM276:MV-00004:zedx:20250603-010025_111.jpg,1920,1200,person,1092,202,1100,219
BM276:MV-00004:zedx:20250603-010025_111.jpg,1920,1200,person,1077,207,1085,224
BM276:MV-00004:zedx:20250603-010025_111.jpg,1920,1200,person,829,267,845,315
BM276:MV-00004:zedx:20250603-010025_111.jpg,1920,1200,person,1088,264,1116,384
BM276:MV-00004:zedx:20250603-010025_19.jpg,1920,1200,person,1059,207,1070,255
BM276:MV-00004:zedx:20250603-010025_19.jpg,1920,1200,person,1196,185,1206,224
BM276:MV-00004:zedx:20250603-010025_19.jpg,1920,1200,person,1128,201,1144,258
BM276:MV-00004:zedx:20250603-010025_19.jpg,1920,1200,person,836,241,850,274
BM276:MV-00004:zedx:20250603-010025_34.jpg,1920,1200,person,1067,214,1088,267
BM276:MV-00004:zedx:20250603-010025_34.jpg,1920,1200,person,1141,208,1158,274
BM276:MV-00004:zedx:20250603-010025_34.jpg,1920,1200,person,849,246,865,272
BM276:MV-00004:zedx:20250603-010025_43.jpg,1920,1200,person,858,244,873,277
BM276:MV-00004:zedx:20250603-010025_43.jpg,1920,1200,person,1152,204,1169,270
BM276:MV-00004:zedx:20250603-010025_43.jpg,1920,1200,person,1076,183,1085,201
BM276:MV-00004:zedx:20250603-010025_43.jpg,1920,1200,person,1097,207,1110,259
BM276:MV-00004:zedx:20250603-010025_43.jpg,1920,1200,person,1090,183,1096,200
BM276:MV-00004:zedx:20250603-010025_46.jpg,1920,1200,person,851,247,868,281
BM276:MV-00004:zedx:20250603-010025_46.jpg,1920,1200,person,1148,212,1166,272
BM276:MV-00004:zedx:20250603-010025_46.jpg,1920,1200,person,1105,209,1120,263
BM276:MV-00004:zedx:20250603-010025_51.jpg,1920,1200,person,1109,207,1122,256
BM276:MV-00004:zedx:20250603-010025_51.jpg,1920,1200,person,1147,211,1159,270
BM276:MV-00004:zedx:20250603-010025_51.jpg,1920,1200,person,847,248,861,279
BM276:MV-00004:zedx:20250603-010025_78.jpg,1920,1200,person,1157,216,1176,276
BM276:MV-00004:zedx:20250603-010025_78.jpg,1920,1200,person,830,266,845,312
BM276:MV-00004:zedx:20250603-010025_78.jpg,1920,1200,person,1119,235,1144,316
BM276:MV-00004:zedx:20250603-010025_93.jpg,1920,1200,person,1188,206,1210,267
BM276:MV-00004:zedx:20250603-010025_93.jpg,1920,1200,person,825,260,843,302
BM276:MV-00004:zedx:20250603-010025_93.jpg,1920,1200,person,1106,243,1125,350
BM276:MV-00004:zedx:20250603-010025_95.jpg,1920,1200,person,825,263,844,304
BM276:MV-00004:zedx:20250603-010025_95.jpg,1920,1200,person,1191,207,1215,273
BM276:MV-00004:zedx:20250603-010025_95.jpg,1920,1200,person,1106,249,1130,357
BM276:MV-00004:zedx:20250603-010043_100.jpg,1920,1200,person,719,275,732,321
BM276:MV-00004:zedx:20250603-010043_100.jpg,1920,1200,person,968,212,976,237
BM276:MV-00004:zedx:20250603-010043_100.jpg,1920,1200,person,955,215,964,237
BM276:MV-00004:zedx:20250603-010043_100.jpg,1920,1200,person,884,261,916,338
BM276:MV-00004:zedx:20250603-010043_100.jpg,1920,1200,person,731,267,752,327
BM276:MV-00004:zedx:20250603-010043_100.jpg,1920,1200,person,940,217,952,243
BM276:MV-00004:zedx:20250603-010043_100.jpg,1920,1200,person,1055,208,1067,241
BM276:MV-00004:zedx:20250603-010043_100.jpg,1920,1200,person,594,698,856,1169
BM276:MV-00004:zedx:20250603-010043_11.jpg,1920,1200,person,1015,207,1025,231
BM276:MV-00004:zedx:20250603-010043_11.jpg,1920,1200,person,1004,204,1011,230
BM276:MV-00004:zedx:20250603-010043_11.jpg,1920,1200,person,811,263,827,300
BM276:MV-00004:zedx:20250603-010043_11.jpg,1920,1200,person,1148,231,1175,318
BM276:MV-00004:zedx:20250603-010043_11.jpg,1920,1200,person,958,243,978,313
BM276:MV-00004:zedx:20250603-010043_11.jpg,1920,1200,person,387,929,723,1200
BM276:MV-00004:zedx:20250603-010043_120.jpg,1920,1200,person,705,283,729,342
BM276:MV-00004:zedx:20250603-010043_120.jpg,1920,1200,person,715,274,738,341
BM276:MV-00004:zedx:20250603-010043_120.jpg,1920,1200,person,762,284,807,359
BM276:MV-00004:zedx:20250603-010043_120.jpg,1920,1200,person,959,214,968,238
